id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,city,state,sqft_lot15
339600010,20141017T000000,352500,3,1,1000,4171,1,0,0,3,7,1000,0,1985,0,98052,47.6834,-122.097,1090,Springfield,Massachusetts,3479
3391900130,20140903T000000,258750,4,2,2300,8400,1,0,0,4,6,1150,1150,1962,0,98003,47.3282,-122.332,1230,Wilbraham,Massachusetts,8400
7283900010,20150223T000000,350000,3,1,1080,7000,1,0,0,4,6,1080,0,1916,0,98133,47.7637,-122.351,1410,Springfield,Massachusetts,7214
1113000430,20140729T000000,152000,3,1,902,10464,1,0,0,3,7,902,0,1965,0,98198,47.363,-122.308,1510,Wilbraham,Massachusetts,7210
5101405276,20140609T000000,378500,2,1,730,7528,1,0,0,3,7,730,0,1946,0,98115,47.6997,-122.305,1620,Enfield,Connecticut,7528
7796100050,20140730T000000,1.02E+06,4,1.75,2600,41041,1.5,0,0,4,8,2600,0,1965,0,98033,47.6634,-122.172,2750,Ludlow,Massachusetts,37318
2207200675,20140502T000000,419000,3,1.5,1570,6700,1,0,0,4,7,1570,0,1956,0,98007,47.6022,-122.134,1570,Ludlow,Massachusetts,7300
3622910190,20140521T000000,895000,5,3,2876,13927,1,0,2,4,9,1970,906,1973,0,98040,47.5528,-122.229,3500,Wilbraham,Massachusetts,14454
9346930250,20140926T000000,668500,4,2.25,2290,9546,1,0,0,4,8,1780,510,1976,0,98006,47.5617,-122.13,2360,Ludlow,Massachusetts,8864
3886000010,20140821T000000,487000,2,2.5,1470,2533,2,0,0,3,8,1470,0,2005,0,98033,47.6874,-122.165,1470,Springfield,Massachusetts,6511
6326000130,20141202T000000,538000,3,3.5,2620,10137,2,0,0,3,8,1970,650,1992,0,98146,47.4979,-122.371,1960,Enfield,Connecticut,7680
686900010,20140528T000000,898000,5,1.5,2680,28014,1,0,0,4,8,1450,1230,1963,0,98004,47.6348,-122.196,2900,Springfield,Massachusetts,22180
1310000130,20140924T000000,315000,4,2,2020,7767,1,0,0,3,8,2020,0,1995,0,98003,47.3391,-122.309,1940,Springfield,Massachusetts,8239
139000185,20150428T000000,800000,3,2.5,2100,4440,2,0,4,3,7,2100,0,1945,0,98116,47.5865,-122.397,2100,Enfield,Connecticut,6000
4039000050,20140714T000000,516130,3,1.75,1510,8250,1,0,0,4,8,1510,0,1962,0,98008,47.6183,-122.113,1770,Springfield,Massachusetts,8250
9253900417,20150128T000000,1.60E+06,3,2.5,2850,19593,1.5,1,4,3,10,1790,1060,1978,0,98008,47.5894,-122.111,2850,Springfield,Massachusetts,18782
4128500380,20150427T000000,1.20E+06,4,2.5,4280,12796,2,0,0,3,11,3400,880,1999,0,98006,47.5588,-122.124,3520,Enfield,Connecticut,9593
8159300050,20150312T000000,355425,4,2.5,3238,9112,1,0,2,4,8,1678,1560,1979,0,98198,47.4005,-122.311,3056,Hampden,Massachusetts,9668
1338600185,20140624T000000,1.16E+06,3,2.5,2740,5925,2,0,2,3,10,2740,0,1913,1992,98112,47.6313,-122.303,2740,Springfield,Massachusetts,5948
7625703900,20140926T000000,689000,4,2.5,2020,9600,2,0,0,4,7,2020,0,1954,0,98136,47.5434,-122.395,2250,Monson,Massachusetts,8550
2767700022,20150113T000000,500000,3,3.25,1520,1500,3,0,0,3,7,1520,0,2000,0,98107,47.67,-122.389,1520,Enfield,Connecticut,1323
3914000095,20140718T000000,430000,5,2.5,3860,42733,1,0,3,4,8,2300,1560,1955,0,98001,47.3117,-122.254,2520,West Springfield,Massachusetts,19353
7334501410,20141121T000000,299500,4,2.25,1600,15312,1,0,0,4,7,1080,520,1979,0,98045,47.4629,-121.743,1620,Enfield,Connecticut,12375
2597710050,20140624T000000,349950,4,2.5,2090,5289,2,0,0,3,8,2090,0,1989,0,98058,47.4289,-122.164,2080,Springfield,Massachusetts,7109
7933250050,20141028T000000,1.42E+06,5,3.25,4020,4500,2,0,0,3,9,3120,900,2010,0,98004,47.6349,-122.204,3550,Wilbraham,Massachusetts,5775
2600140500,20141216T000000,998000,4,2.25,2910,10189,2,0,0,3,9,2910,0,1988,0,98006,47.5465,-122.155,2780,Springfield,Massachusetts,10125
3876810170,20150505T000000,329000,3,1,900,9600,1,0,0,4,7,900,0,1970,0,98072,47.7423,-122.173,1220,Springfield,Massachusetts,8240
3740000010,20141009T000000,575000,3,1.75,1720,5956,2,0,0,3,8,1720,0,1981,0,98033,47.6875,-122.202,1620,Ludlow,Massachusetts,9324
6895300050,20141002T000000,529900,5,2.25,3030,9430,2,0,0,4,8,2600,430,1961,0,98133,47.7515,-122.353,2230,Springfield,Massachusetts,8425
6645900010,20141120T000000,1.47E+06,4,2.5,3030,10189,1,0,0,3,9,2380,650,2003,0,98004,47.6367,-122.206,1940,Springfield,Massachusetts,10189
9413600380,20140801T000000,725000,4,1.75,2190,9400,1,0,0,4,7,1450,740,1962,0,98033,47.6531,-122.196,1980,Longmeadow,Massachusetts,9000
2115720500,20141023T000000,286000,3,2.5,1680,5000,2,0,0,3,8,1680,0,1987,0,98023,47.3196,-122.395,1720,Westfield,Massachusetts,5000
2202500255,20150305T000000,335000,3,2,1210,9926,1,0,0,4,7,1210,0,1954,2015,98006,47.5731,-122.135,1690,Monson,Massachusetts,9737
2207100255,20140515T000000,395300,3,1.5,1120,7000,1,0,0,3,7,1120,0,1955,0,98007,47.5987,-122.146,1470,Springfield,Massachusetts,7950
8035350010,20140715T000000,510000,4,2.75,3180,13348,2,0,0,3,8,3020,160,2004,0,98019,47.7439,-121.977,3020,Enfield,Connecticut,10029
1555300010,20150206T000000,203000,3,1,920,7500,1,0,0,4,7,920,0,1970,0,98032,47.3791,-122.289,1660,Wilbraham,Massachusetts,8000
6135300010,20141204T000000,248000,2,1,700,8301,1,0,0,3,6,700,0,1953,0,98155,47.7712,-122.323,1250,Springfield,Massachusetts,8304
1321730470,20150127T000000,265000,3,2.25,2540,7216,2,0,0,3,8,2540,0,1991,0,98023,47.2906,-122.349,2140,Springfield,Massachusetts,7531
4083306345,20150504T000000,1.00E+06,4,1.5,2100,4560,1.5,0,0,4,8,2100,0,1912,0,98103,47.6497,-122.336,1930,Springfield,Massachusetts,4560
1453602360,20150406T000000,1.00E+06,3,1,1540,24500,1.5,0,0,3,7,1540,0,1949,0,98125,47.7213,-122.29,1540,Springfield,Massachusetts,7250
2025600280,20150406T000000,241400,3,2,1420,9828,1,0,0,4,7,1420,0,1990,0,98010,47.3287,-122.011,1550,Wilbraham,Massachusetts,7227
1423800380,20150312T000000,309950,4,1.75,1450,10074,1,0,0,4,7,1450,0,1966,0,98058,47.4546,-122.182,1340,Springfield,Massachusetts,8023
2113701100,20140826T000000,294010,3,1.75,1550,4057,1,0,0,3,6,830,720,1945,0,98106,47.5291,-122.351,1100,Longmeadow,Massachusetts,4116
3578401060,20141216T000000,345000,3,2.25,1920,9672,2,0,0,4,8,1920,0,1984,0,98074,47.6233,-122.046,1950,Monson,Massachusetts,10125
3578401060,20150504T000000,625000,3,2.25,1920,9672,2,0,0,4,8,1920,0,1984,0,98074,47.6233,-122.046,1950,Springfield,Massachusetts,10125
7691800020,20140709T000000,660000,4,2.5,2510,4543,2,0,0,3,8,2510,0,2002,0,98075,47.5962,-122.039,2550,Enfield,Connecticut,4675
8682230950,20150317T000000,559000,2,2,1660,4500,1,0,0,3,8,1660,0,2003,0,98053,47.7094,-122.031,1670,Springfield,Massachusetts,5580
7202360010,20140707T000000,866000,4,3.25,3990,9786,2,0,0,3,9,3990,0,2004,0,98053,47.6784,-122.026,3920,Enfield,Connecticut,8200
2125049120,20140505T000000,770000,3,2,2350,5700,1.5,0,0,4,8,1810,540,1939,0,98112,47.639,-122.31,2170,Hampden,Massachusetts,6000
5540000010,20140815T000000,259950,3,1.5,1350,7827,1,0,0,4,7,1350,0,1968,0,98030,47.3786,-122.219,1900,Springfield,Massachusetts,7827
1552800010,20150311T000000,352000,5,2.75,2980,9838,1,0,0,3,7,1710,1270,1968,0,98030,47.3807,-122.222,2240,Hampden,Massachusetts,9838
1118002000,20140624T000000,2.47E+06,5,4.75,6390,13180,2,0,0,3,10,4560,1830,1940,0,98112,47.6312,-122.291,4010,Springfield,Massachusetts,8137
8564600080,20141106T000000,395000,3,2,1590,10229,1,0,0,3,7,1590,0,1966,0,98034,47.7239,-122.227,1320,Enfield,Connecticut,10222
1446800660,20150316T000000,276500,4,1.75,1400,6650,1.5,0,0,4,6,1400,0,1942,0,98168,47.4888,-122.332,1120,Wilbraham,Massachusetts,8645
2624079022,20141020T000000,530000,3,2.25,1880,100623,1.5,0,0,3,8,1880,0,1987,2007,98024,47.5342,-121.883,2520,Somers,Connecticut,21689
5051800130,20140724T000000,798000,4,3.25,3500,10260,2,0,0,3,10,3500,0,1987,0,98008,47.5902,-122.13,3500,Palmer,Massachusetts,10658
7940700190,20140813T000000,380000,2,2,1370,5756,1,0,0,3,8,1370,0,1986,0,98034,47.714,-122.205,1380,Springfield,Massachusetts,5444
5422810010,20140819T000000,350000,4,2.5,2810,10433,2,0,0,3,8,2810,0,2001,0,98022,47.1895,-122.015,2640,Springfield,Massachusetts,9240
3529200190,20140514T000000,325000,3,2.5,2220,6049,2,0,0,4,8,2220,0,1990,0,98031,47.3972,-122.182,1980,Springfield,Massachusetts,7226
8944320280,20150402T000000,336000,3,2.5,2110,4549,2,0,0,4,8,2110,0,1989,0,98042,47.3885,-122.154,2110,Westfield,Massachusetts,4030
3222069153,20141024T000000,286900,3,2.25,1720,17235,1,0,0,4,7,1440,280,1974,0,98042,47.3438,-122.073,1990,Westfield,Massachusetts,35048
7211300050,20140930T000000,472000,5,2.25,1780,7245,1,0,0,4,8,1330,450,1976,0,98052,47.6946,-122.12,1780,West Springfield,Massachusetts,7653
1545806980,20140630T000000,263000,3,1.75,1410,8100,2,0,0,3,7,1410,0,1985,0,98038,47.3617,-122.046,1560,Tolland,Connecticut,8100
9297300255,20140716T000000,565000,3,3,2110,4000,1,0,2,4,7,1110,1000,1965,0,98126,47.5696,-122.375,1730,Hebron,Connecticut,4000
4139400280,20141008T000000,765000,3,2.5,2700,8444,2,0,0,3,10,2700,0,1992,0,98006,47.5597,-122.113,2840,Mansfield,Connecticut,9165
9201300020,20140811T000000,1.52E+06,3,2.25,2610,9409,1,1,4,4,8,2610,0,1963,0,98075,47.5789,-122.076,2970,Stafford,Connecticut,9156
8663280080,20141223T000000,405000,3,2,1660,8174,1,0,0,3,7,830,830,1981,0,98034,47.7103,-122.199,1610,Vernon,Connecticut,9318
98000980,20150427T000000,1.10E+06,4,3.5,4570,16219,2,0,0,3,11,4570,0,2002,0,98075,47.5859,-121.968,4700,Ellington,Connecticut,16500
1796100010,20140911T000000,555000,3,3,3760,188760,1,0,0,4,10,2640,1120,1979,0,98092,47.308,-122.087,2820,Coventry,Connecticut,50543
2781280290,20150427T000000,305000,3,2.5,1610,3516,2,0,0,3,8,1610,0,2006,0,98055,47.4491,-122.188,1610,East Windsor,Connecticut,3056
1448800010,20140901T000000,289950,3,2.25,1740,9370,1,0,0,3,7,1390,350,1992,0,98198,47.391,-122.316,1740,Northfield,Massachusetts,7555
1526079026,20140813T000000,487500,5,3.5,3530,218472,2,0,0,3,7,2380,1150,1999,0,98019,47.7309,-121.905,2110,Marlborough,Connecticut,211404
1788800630,20141029T000000,96500,3,1,840,12091,1,0,0,3,6,840,0,1959,0,98023,47.3281,-122.343,840,Willington,Connecticut,9324
1788800630,20150225T000000,185000,3,1,840,12091,1,0,0,3,6,840,0,1959,0,98023,47.3281,-122.343,840,East Windsor,Connecticut,9324
8864000250,20140827T000000,150550,4,1,1470,6061,1.5,0,0,3,7,1470,0,1945,0,98168,47.4819,-122.289,1230,Willington,Connecticut,6175
7972600670,20140624T000000,339000,4,2,2470,5080,1.5,0,0,3,6,1970,500,1948,1988,98106,47.5308,-122.348,1060,Enfield,Connecticut,5080
4077800094,20150202T000000,675000,4,1.75,2220,7230,1,0,1,3,8,1280,940,1950,0,98125,47.7065,-122.279,2210,Enfield,Connecticut,7230
9834200440,20140624T000000,615000,3,1.75,1720,4080,1,0,0,4,7,960,760,1924,0,98144,47.5747,-122.287,1660,Manchester,Connecticut,4080
1245002125,20140604T000000,837500,4,2.5,2700,9320,2,0,0,4,8,2700,0,1994,0,98033,47.6861,-122.198,2120,Hebron,Connecticut,8056
5634500170,20140819T000000,250000,2,1,950,11835,1,0,0,3,5,950,0,1932,0,98028,47.7494,-122.237,1690,Coventry,Connecticut,12586
1954400500,20140625T000000,583000,3,2.5,1790,8144,2,0,0,3,8,1790,0,1989,0,98074,47.6169,-122.045,1800,East Windsor,Connecticut,7503
9528102771,20140904T000000,499000,3,2.5,1610,1728,3,0,0,3,8,1610,0,2000,0,98115,47.6776,-122.318,1540,East Windsor,Connecticut,3090
2895600095,20140716T000000,550000,3,2.5,2290,6328,2,0,0,3,8,2290,0,2001,0,98146,47.5103,-122.382,1600,Stafford,Connecticut,6180
2921079027,20140924T000000,400000,4,2.5,2170,204296,1,0,0,4,7,2170,0,1980,0,98022,47.281,-121.933,1760,Phillipston,Massachusetts,154202
524059323,20150219T000000,990400,3,2.5,2100,4097,2,0,0,3,9,2100,0,2008,0,98004,47.5983,-122.2,1820,South Windsor,Connecticut,4764
824069173,20140821T000000,600000,3,2.5,2320,52272,1.5,0,0,3,8,2320,0,1974,0,98075,47.587,-122.068,2200,Phillipston,Massachusetts,52272
2678100005,20150212T000000,325000,2,1,1120,6236,1,0,0,4,6,1120,0,1954,0,98155,47.763,-122.291,1340,Hardwick,Massachusetts,7784
2025700080,20140710T000000,265000,3,2.5,1530,6000,2,0,0,4,7,1530,0,1991,0,98038,47.3487,-122.036,1360,Columbia,Connecticut,6000
6613000585,20150108T000000,1.62E+06,3,2.5,3490,9362,1,0,3,5,9,1770,1720,1960,0,98105,47.6605,-122.27,3640,Royalston,Massachusetts,7425
2597000006,20150309T000000,347500,3,1.5,1180,8353,1,0,0,3,7,1180,0,1960,0,98155,47.7652,-122.274,1710,Phillipston,Massachusetts,8748
1923300170,20150109T000000,629000,5,2,2050,3000,1.5,0,0,3,7,1470,580,1912,1984,98103,47.6864,-122.352,1560,Phillipston,Massachusetts,4500
1224049005,20140708T000000,1.09E+06,2,2,2360,11340,1.5,0,0,3,9,2360,0,1997,0,98040,47.5835,-122.227,3030,Phillipston,Massachusetts,11340
4123840050,20140630T000000,397500,4,2.5,2570,7859,2,0,0,3,8,2570,0,1992,0,98038,47.3736,-122.045,2150,Somers,Connecticut,7284
1937300280,20141030T000000,404500,2,1,1270,3700,1.5,0,0,3,7,1270,0,1909,0,98144,47.5949,-122.307,1980,Templeton,Massachusetts,3200
9183703376,20140513T000000,225000,3,1.5,1250,7500,1,0,0,3,7,1250,0,1967,0,98030,47.3719,-122.215,1260,Willington,Connecticut,7563
9542801310,20150513T000000,267000,3,2.25,2510,9900,1,0,0,3,8,1610,900,1978,0,98023,47.2988,-122.374,1940,Willington,Connecticut,8510
2771104830,20140611T000000,800000,4,3.75,2690,4000,2,0,3,4,9,2120,570,1909,1989,98119,47.6418,-122.372,2830,Templeton,Massachusetts,4000
7967650010,20150210T000000,339000,4,2.5,2900,6918,2,0,0,3,8,2900,0,2001,0,98001,47.3504,-122.284,2720,South Windsor,Connecticut,10376
6744701310,20150415T000000,1.85E+06,4,2.5,3830,11972,1,1,4,3,11,2370,1460,1981,0,98155,47.7404,-122.284,3080,South Windsor,Connecticut,12297
3131201310,20140930T000000,525000,5,1,1280,3876,1.5,0,0,3,7,1280,0,1923,0,98105,47.6605,-122.324,1420,Vernon,Connecticut,3825
3630180500,20141006T000000,1.15E+06,5,3.5,4350,6218,2,0,2,3,10,3520,830,2007,0,98027,47.5396,-121.997,3260,South Windsor,Connecticut,5989
7624700050,20141223T000000,565000,1,1,1370,6250,1.5,0,0,4,7,1370,0,1921,0,98136,47.5571,-122.385,1450,Columbia,Connecticut,6250
3274800460,20140520T000000,387000,2,2.25,1230,1280,2,0,0,3,8,960,270,2012,0,98144,47.5942,-122.298,1130,East Windsor,Connecticut,1357
1939000010,20140619T000000,720000,4,2.5,2440,34290,2,0,0,3,9,2440,0,1987,0,98053,47.6685,-122.044,2860,Bolton,Connecticut,38119
4139490190,20140711T000000,1.50E+06,4,3.5,4410,12426,2,0,2,3,12,3420,990,1996,0,98006,47.5518,-122.107,4090,South Windsor,Connecticut,12127
6381500170,20140826T000000,235000,2,1,910,7617,1,0,0,3,6,910,0,1936,0,98125,47.7332,-122.305,1310,Vernon,Connecticut,6624
6381500170,20150116T000000,365000,2,1,910,7617,1,0,0,3,6,910,0,1936,0,98125,47.7332,-122.305,1310,Manchester,Connecticut,6624
1954420170,20140521T000000,368250,3,2.5,2150,7484,2,0,0,3,8,2150,0,1988,0,98074,47.6191,-122.043,2150,Ellington,Connecticut,6879
1954420170,20141113T000000,580000,3,2.5,2150,7484,2,0,0,3,8,2150,0,1988,0,98074,47.6191,-122.043,2150,Manchester,Connecticut,6879
623059016,20140717T000000,1.10E+06,4,3.25,3190,11774,2,1,4,3,8,2610,580,1956,1991,98178,47.5033,-122.225,2240,Athol,Massachusetts,8725
6181400470,20150127T000000,215000,4,2.5,2130,4496,2,0,0,3,7,2130,0,2004,0,98001,47.3041,-122.28,3220,Manchester,Connecticut,5400
3904920980,20140909T000000,648000,4,2.5,2740,9959,2,0,0,3,9,2740,0,1989,0,98029,47.5672,-122.011,2630,Ellington,Connecticut,9905
7215730430,20140903T000000,705000,4,3,3150,9318,2,0,0,3,9,3150,0,2001,0,98075,47.5959,-122.018,3150,East Hampton,Connecticut,9318
475000190,20150109T000000,465000,3,2.25,1450,1540,2,0,0,3,8,1180,270,2005,0,98107,47.6685,-122.365,1450,Wales,Massachusetts,1540
2877100235,20141222T000000,650000,5,2,2400,3500,1.5,0,0,3,8,1900,500,1911,0,98103,47.6762,-122.356,1520,East Hartford,Connecticut,4000
7893202340,20140721T000000,335000,4,2.25,2280,7500,1,0,0,4,7,1140,1140,1963,0,98198,47.4182,-122.332,1660,Somers,Connecticut,8000
9238430190,20150428T000000,640000,4,2,2310,31850,1.5,0,0,4,8,2310,0,1984,0,98072,47.7713,-122.122,2710,Fitzwilliam,New Hampshire,36042
1939120050,20150303T000000,638250,4,2.5,2460,8029,2,0,0,3,9,2460,0,1989,0,98074,47.6262,-122.03,2420,Columbia,Connecticut,7987
9197800010,20141017T000000,1.46E+06,4,3.5,4200,14353,2,0,2,3,12,3640,560,1996,0,98040,47.5331,-122.217,3750,Fitzwilliam,New Hampshire,16316
5248800250,20150427T000000,375000,4,2,1620,4600,2,0,0,3,7,1620,0,1909,0,98108,47.5533,-122.307,1620,Manchester,Connecticut,4500
4457300630,20140716T000000,842000,4,1.75,2170,9525,1,0,0,3,8,2170,0,1960,0,98040,47.5685,-122.217,1910,Manchester,Connecticut,9525
2228900161,20141008T000000,499950,3,2.25,2880,7200,1,0,0,3,8,1710,1170,1970,0,98133,47.7707,-122.35,1880,Manchester,Connecticut,10200
6817850050,20150217T000000,810000,4,2.5,3280,25211,2,0,3,3,11,3280,0,1985,0,98074,47.6398,-122.05,3280,Fitzwilliam,New Hampshire,25211
1775800280,20150226T000000,310000,5,2,2900,11970,2,0,0,4,7,2900,0,1969,0,98072,47.741,-122.095,1260,Manchester,Connecticut,12398
263000050,20141031T000000,730000,3,2.5,2160,8809,1,0,0,3,9,1540,620,2014,0,98103,47.6994,-122.349,930,Manchester,Connecticut,5420
1870400470,20141113T000000,637800,4,1.75,2250,4750,1.5,0,0,4,7,1420,830,1924,0,98115,47.6738,-122.292,1930,Manchester,Connecticut,4750
7839300185,20150206T000000,225000,3,1,1340,4800,1.5,0,0,4,5,1340,0,1903,0,98055,47.477,-122.209,1240,Manchester,Connecticut,4800
2426039130,20140610T000000,417500,4,1,1390,10800,1.5,0,0,4,7,1390,0,1941,0,98177,47.7248,-122.359,1390,Manchester,Connecticut,9360
2938200170,20150320T000000,265000,4,2,1600,10160,1,0,0,4,7,1600,0,1972,0,98022,47.2015,-122.003,1540,Manchester,Connecticut,9352
1954440050,20140725T000000,550000,4,2.5,2050,8683,2,0,0,3,8,2050,0,1987,0,98074,47.62,-122.043,2010,Manchester,Connecticut,8744
2224079001,20150126T000000,625700,3,2,2570,159865,1,0,0,5,7,2570,0,1968,0,98024,47.5547,-121.892,2010,Manchester,Connecticut,38322
200520080,20140801T000000,595000,3,2.5,2660,10637,2,0,0,3,9,2660,0,1991,0,98011,47.7383,-122.22,2590,Somers,Connecticut,8637
2195900010,20140714T000000,270000,3,1.5,1540,13475,1,0,0,4,7,1540,0,1972,0,98059,47.4766,-122.153,1550,Somers,Connecticut,13475
5707500050,20140718T000000,739375,5,3,2640,3200,2,0,0,4,7,2140,500,1906,0,98112,47.6188,-122.308,1540,Hebron,Connecticut,2242
8929000130,20140708T000000,357562,2,1.75,1210,1032,2,0,0,3,8,1210,0,2014,0,98029,47.5522,-121.999,1210,Vernon,Connecticut,1090
2944000170,20140611T000000,1.01E+06,4,2.5,3760,29224,2,0,0,3,11,3760,0,1987,0,98052,47.7203,-122.128,3930,Vernon,Connecticut,19916
8682262330,20140930T000000,455000,2,1.75,1350,4286,1,0,0,3,8,1350,0,2004,0,98053,47.7171,-122.033,1440,Manchester,Connecticut,4839
4167800130,20150501T000000,310000,5,2.25,2600,9600,1,0,2,4,8,1810,790,1969,0,98023,47.3257,-122.365,2070,Vernon,Connecticut,9660
1624079088,20140811T000000,415000,3,2.75,3900,111514,2,0,0,3,6,3460,440,1967,2008,98024,47.5621,-121.924,2460,East Hartford,Connecticut,217800
7370600050,20140819T000000,452000,2,1,1340,8100,1,0,2,3,8,1340,0,1950,0,98177,47.7212,-122.364,1680,Manchester,Connecticut,7752
2025059134,20150113T000000,810000,3,2,1760,16928,1,0,0,3,7,1760,0,1953,0,98004,47.6363,-122.202,3430,Stafford,Connecticut,10059
7522500020,20140527T000000,730001,3,2,1840,4750,1,0,0,5,7,1010,830,1951,0,98117,47.6862,-122.395,1760,Stafford,Connecticut,5510
1125069134,20150430T000000,825000,3,2.25,2980,86636,1,0,0,3,9,2230,750,1989,0,98053,47.6627,-122.003,2980,Royalston,Massachusetts,107157
8032700010,20140716T000000,665000,3,2.5,1730,3000,2,0,0,3,8,1730,0,1996,0,98103,47.6532,-122.34,1730,Vernon,Connecticut,1774
2473370050,20140604T000000,327500,4,1.75,1650,7800,1,0,0,3,8,1650,0,1968,0,98058,47.4507,-122.139,1750,Vernon,Connecticut,10400
3276930050,20140728T000000,699950,3,2.5,3370,36218,2,0,0,4,9,3370,0,1988,0,98075,47.5855,-121.987,2980,Coventry,Connecticut,31793
3211230080,20140728T000000,424000,3,2.5,2200,34680,2,0,0,3,9,2200,0,1985,0,98092,47.3139,-122.116,2560,Vernon,Connecticut,35840
7519000471,20140625T000000,657000,4,2.5,2180,3375,1.5,0,0,4,7,1420,760,1926,0,98117,47.6846,-122.361,1560,East Hartford,Connecticut,3375
8563000130,20140717T000000,445000,3,1.75,1490,10844,1,0,0,3,7,1210,280,1974,0,98008,47.6208,-122.106,2090,Stafford,Connecticut,9944
2770604103,20140731T000000,450000,3,2.5,1530,762,2,0,0,3,8,1050,480,2007,0,98119,47.642,-122.374,1610,Tolland,Connecticut,1482
3581000020,20140926T000000,350000,3,1,1180,7455,1,0,0,4,7,1180,0,1964,0,98034,47.7276,-122.241,1450,Stafford,Connecticut,8154
9432750190,20141112T000000,460000,4,2.5,2080,17532,2,0,0,3,9,2080,0,1996,0,98059,47.4835,-122.136,2550,East Hartford,Connecticut,12560
1622059088,20140626T000000,385000,4,2.5,3200,22651,1,0,0,5,8,1610,1590,1970,0,98031,47.3931,-122.183,2030,Orange,Massachusetts,5500
5559900080,20141104T000000,272000,4,2.25,1880,6160,2,0,0,3,7,1880,0,1993,0,98023,47.3214,-122.347,1580,East Windsor,Connecticut,6405
7202260780,20150120T000000,535000,3,2.5,2510,5544,2,0,0,3,7,2510,0,2001,0,98053,47.6903,-122.042,2660,Templeton,Massachusetts,5614
8651410950,20150430T000000,216500,2,1,1060,5200,1,0,0,3,6,1060,0,1969,0,98042,47.3688,-122.08,910,Storrs,Connecticut,5200
7843500080,20150225T000000,325000,3,2.5,2130,12245,2,0,0,3,8,2130,0,1989,0,98042,47.3406,-122.057,1910,Manchester,Connecticut,12216
3205400290,20150406T000000,420200,3,1.75,1320,7280,1,0,0,3,7,1320,0,1968,0,98034,47.7229,-122.18,1370,East Hampton,Connecticut,7800
7129300420,20141202T000000,258000,3,1.75,1040,5650,1,0,0,5,6,1040,0,1951,0,98178,47.5111,-122.256,1290,Glastonbury,Connecticut,5650
263000280,20141202T000000,450000,3,2,1150,4500,1.5,0,0,3,7,1150,0,1917,1991,98103,47.6985,-122.348,1230,Somers,Connecticut,5400
2919200280,20141208T000000,720168,4,2.25,2120,3794,2,0,0,4,7,1420,700,1926,0,98117,47.6893,-122.359,1420,Willington,Connecticut,3840
2769602880,20141002T000000,652000,3,2,2130,5000,1.5,0,0,5,7,1330,800,1925,0,98107,47.6746,-122.362,2010,Tolland,Connecticut,5000
8078440050,20140730T000000,569500,4,2.5,2340,8248,2,0,0,3,8,2340,0,1989,0,98074,47.6314,-122.03,2140,Somers,Connecticut,9963
1922069071,20150424T000000,411000,4,1.75,2250,292288,1,0,0,4,7,2250,0,1963,0,98042,47.3787,-122.091,1550,Ellington,Connecticut,23798
7518502945,20140519T000000,524950,3,1.75,1890,3825,1,0,0,3,7,1290,600,1974,0,98117,47.6831,-122.381,1320,Marlborough,Connecticut,3825
7568700480,20150323T000000,153000,2,1,1140,10152,1,0,0,3,6,760,380,1942,0,98155,47.7369,-122.321,1340,Hebron,Connecticut,10141
9577800005,20141022T000000,775000,3,2.5,2780,5467,2,0,2,3,9,2780,0,2000,0,98126,47.5791,-122.378,2630,Ellington,Connecticut,5000
7436050170,20150112T000000,338500,4,2.5,2390,6111,2,0,0,3,8,2390,0,1997,0,98030,47.3677,-122.173,2520,Bolton,Connecticut,6500
7200001259,20150501T000000,570000,3,1.75,2390,9000,1,0,0,3,8,1500,890,1975,0,98052,47.6809,-122.113,2040,Manchester,Connecticut,9000
4127000095,20141029T000000,653000,3,2,2680,8429,1,0,0,4,9,1880,800,1950,1991,98038,47.372,-122.036,1570,Vernon,Connecticut,8640
1934800086,20141120T000000,435000,2,2.5,1560,1222,2,0,0,3,8,1080,480,2008,0,98122,47.604,-122.307,1560,Manchester,Connecticut,2081
3361401025,20141126T000000,207000,2,1,1130,8160,1,0,0,4,6,1130,0,1952,0,98168,47.4997,-122.317,1060,Columbia,Connecticut,6120
7430500415,20140725T000000,540000,2,1,1120,7500,1,0,2,4,7,1120,0,1971,0,98008,47.619,-122.096,3040,Coventry,Connecticut,16940
1622049182,20140625T000000,386000,4,2.25,2050,9583,2,0,2,3,8,1770,280,1965,0,98198,47.3978,-122.313,2230,South Windsor,Connecticut,9730
7749500250,20140827T000000,265000,5,2.25,2600,8075,1.5,0,0,4,8,2600,0,1969,0,98092,47.2961,-122.188,2200,Manchester,Connecticut,8800
1773101159,20150107T000000,250000,3,2.25,1050,572,2,0,0,3,7,740,310,2006,0,98106,47.5549,-122.363,1260,Tolland,Connecticut,1062
9829200250,20150105T000000,1.70E+06,3,2,2600,6600,2,0,4,3,10,1930,670,1970,2014,98122,47.6055,-122.285,2670,Ellington,Connecticut,6270
3303860130,20141203T000000,455000,4,2.5,2811,7251,2,0,0,3,9,2811,0,2009,0,98038,47.3686,-122.058,3040,Somers,Connecticut,7250
9359100500,20140527T000000,1.80E+06,4,3.25,4060,13000,2,0,3,3,11,4060,0,2000,0,98040,47.581,-122.246,3220,Marlborough,Connecticut,13800
